speciesName,genus,speciesEpithet,family,speciesNameComments,photosyntheticPathway_confirmed,photosyntheticPathway_inferred,photosyntheticPathway_combined,source,justification,notes,d13C_perMil,d13CReplicate_perMil,ternVegetationBarcode,ternPrimaryGeneticBarcode,plantMaterialType ,ternPlot,latitude,longitude,dateSurveyed,d13CAdditionalSample_perMil,ternPlotAdditionalSample  ,ternPrimaryGeneticBarcodeAdditionalSample  ,plantMaterialTypeAdditionalSample  ,latitudeAdditionalSample  ,longitudeOfAdditionalSample  ,dateSurveyedAdditionalSample  ,facilityYear
Paspalidium_globoideum,Paspalidium,globoideum,Poaceae,NA,U,C4,C4,"Osborne et al., 2014",Photosynthetic Pathway of other species in genus ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pentameris_airoides,Pentameris,airoides,Poaceae,NA,C3,NA,C3,"Osborne et al., 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schizachyrium_fragile,Schizachyrium,fragile,Poaceae,NA,C4,NA,C4,"Osborne et al., 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schizachyrium_perplexum,Schizachyrium,perplexum,Poaceae,NA,U,C4,C4,"Osborne et al., 2014",Photosynthetic Pathway of other species in genus ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spinifex_longifolius,Spinifex,longifolius,Poaceae,NA,C4,NA,C4,"Osborne et al., 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thaumastochloa_monilifera,Thaumastochloa,monilifera,Poaceae,NA,U,C4,C4,"Osborne et al., 2014",Photosynthetic Pathway of other species in genus ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thaumastochloa_rariflora,Thaumastochloa,rariflora,Poaceae,NA,U,C4,C4,"Osborne et al., 2014",Photosynthetic Pathway of other species in genus ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Themeda_arguens,Themeda,arguens,Poaceae,NA,U,C4,C4,"Osborne et al., 2014",Photosynthetic Pathway of other species in genus ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Setaria_verticillata,Setaria,verticillata,Poaceae,NA,C4,NA,C4,"Osborne et al., 2014; Taylor et al., 2010",NA,"Potential error with TRY database. This species was listed as C3 in Kattge et al. 2020,  but as C4 in source literature ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rytidosperma_penicillatum,Rytidosperma,penicillatum,Poaceae,NA,U,C3,C3,"Osborne et al.,2014",Photosynthetic Pathway of other species in genus ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rytidosperma_tenuius,Rytidosperma,tenuius,Poaceae,NA,U,C3,C3,"Osborne et al.,2014",Photosynthetic Pathway of other species in genus ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabidella_filifolia,Arabidella,filifolia,Brassicaceae,NA,U,C3,C3,"Pate et al 1998; Sage, 2016; Watson & Dallwitz, 1992 onwards ",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabidella_nasturtium,Arabidella,nasturtium,Brassicaceae,NA,U,C3,C3,"Pate et al 1998; Sage, 2016; Watson & Dallwitz, 1992 onwards ",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabidella_trisecta,Arabidella,trisecta,Brassicaceae,NA,U,C3,C3,"Pate et al 1998; Sage, 2016; Watson & Dallwitz, 1992 onwards ",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenopetalum_anfractum,Stenopetalum,anfractum,Brassicaceae,NA,U,C3,C3,"Pate et al 1998; Sage, 2016; Watson & Dallwitz, 1992 onwards ",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenopetalum_filifolium,Stenopetalum,filifolium,Brassicaceae,NA,U,C3,C3,"Pate et al 1998; Sage, 2016; Watson & Dallwitz, 1992 onwards ",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenopetalum_lineare,Stenopetalum,lineare,Brassicaceae,NA,U,C3,C3,"Pate et al 1998; Sage, 2016; Watson & Dallwitz, 1992 onwards ",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dysphania_kalpari,Dysphania,kalpari,Amaranthaceae,NA,C3,NA,C3,"Pate et al., 1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremophila_margarethae,Eremophila,margarethae,Scrophulariaceae,NA,C3,NA,C3,"Pate et al., 1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptilotus_aervoides,Ptilotus,aervoides,Amaranthaceae,NA,C3,NA,C3,"Pate et al., 1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sida_calyxhymenia,Sida,calyxhymenia,Malvaceae,NA,C3,NA,C3,"Pate et al., 1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptilotus_obovatus,Ptilotus,obovatus,Amaranthaceae,"Australian Plant Census: Ptilotus obovatus var. obovatus and P. obovatus var. griseus (the latter here treated as a synonym of P. nobilis), are recognised as distinct taxa in WA and the NT. Elsewhere treated as Ptilotus obovatus",C3,NA,C3,"Pate et al., 1998; Sage et al., 2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maireana_carnosa,Maireana,carnosa,Amaranthaceae,NA,U,C3,C3,Photosynthesis of other species (TERN SIA),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gomphrena_diffusa,Gomphrena,diffusa,Amaranthaceae,NA,U,C4,C4,"Photosynthesis of other species (TERN SIA; Kattge et al., 2020)",No evidence of a C3 species in this lineage; Other known species in this lineage (genus) are C4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maireana_amoena,Maireana,amoena,Amaranthaceae,NA,U,C3,C3,"Photosynthesis of other species (TERN SIA; Kattge et al., 2020)",No evidence of a C4 species in this lineage in Australia; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maireana_appressa,Maireana,appressa,Amaranthaceae,NA,U,C3,C3,"Photosynthesis of other species (TERN SIA; Kattge et al., 2020)",No evidence of a C4 species in this lineage in Australia; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maireana_atkinsiana,Maireana,atkinsiana,Amaranthaceae,NA,U,C3,C3,"Photosynthesis of other species (TERN SIA; Kattge et al., 2020)",No evidence of a C4 species in this lineage in Australia; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maireana_campanulata,Maireana,campanulata,Amaranthaceae,NA,U,C3,C3,"Photosynthesis of other species (TERN SIA; Kattge et al., 2020)",No evidence of a C4 species in this lineage in Australia; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maireana_convexa,Maireana,convexa,Amaranthaceae,NA,U,C3,C3,"Photosynthesis of other species (TERN SIA; Kattge et al., 2020)",No evidence of a C4 species in this lineage in Australia; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maireana_decalvans,Maireana,decalvans,Amaranthaceae,NA,U,C3,C3,"Photosynthesis of other species (TERN SIA; Kattge et al., 2020)",No evidence of a C4 species in this lineage in Australia; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maireana_enchylaenoides,Maireana,enchylaenoides,Amaranthaceae,NA,U,C3,C3,"Photosynthesis of other species (TERN SIA; Kattge et al., 2020)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maireana_eriosphaera,Maireana,eriosphaera,Amaranthaceae,NA,U,C3,C3,"Photosynthesis of other species (TERN SIA; Kattge et al., 2020)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maireana_excavata,Maireana,excavata,Amaranthaceae,NA,U,C3,C3,"Photosynthesis of other species (TERN SIA; Kattge et al., 2020)",No evidence of a C4 species in this lineage in Australia; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maireana_lanifolia,Maireana,lanifolia,Amaranthaceae,NA,U,C3,C3,"Photosynthesis of other species (TERN SIA; Kattge et al., 2020)",No evidence of a C4 species in this lineage in Australia; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maireana_melanocoma,Maireana,melanocoma,Amaranthaceae,NA,U,C3,C3,"Photosynthesis of other species (TERN SIA; Kattge et al., 2020)",No evidence of a C4 species in this lineage in Australia; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maireana_ovata,Maireana,ovata,Amaranthaceae,NA,U,C3,C3,"Photosynthesis of other species (TERN SIA; Kattge et al., 2020)",No evidence of a C4 species in this lineage in Australia; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maireana_schistocarpa,Maireana,schistocarpa,Amaranthaceae,NA,U,C3,C3,"Photosynthesis of other species (TERN SIA; Kattge et al., 2020)",No evidence of a C4 species in this lineage in Australia; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maireana_thesioides,Maireana,thesioides,Amaranthaceae,NA,U,C3,C3,"Photosynthesis of other species (TERN SIA; Kattge et al., 2020)",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sclerolaena_alata,Sclerolaena,alata,Amaranthaceae,NA,U,C3,C3,"Photosynthesis of other species (TERN SIA; Kattge et al., 2020)",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sclerolaena_anisacanthoides,Sclerolaena,anisacanthoides,Amaranthaceae,NA,U,C3,C3,"Photosynthesis of other species (TERN SIA; Kattge et al., 2020)",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sclerolaena_blackiana,Sclerolaena,blackiana,Amaranthaceae,NA,U,C3,C3,"Photosynthesis of other species (TERN SIA; Kattge et al., 2020)",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sclerolaena_eurotioides,Sclerolaena,eurotioides,Amaranthaceae,NA,U,C3,C3,"Photosynthesis of other species (TERN SIA; Kattge et al., 2020)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sclerolaena_minuta,Sclerolaena,minuta,Amaranthaceae,NA,U,C3,C3,"Photosynthesis of other species (TERN SIA; Kattge et al., 2020)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sclerolaena_recurvicuspis,Sclerolaena,recurvicuspis,Amaranthaceae,NA,U,C3,C3,"Photosynthesis of other species (TERN SIA; Kattge et al., 2020)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sclerolaena_tetracuspis,Sclerolaena,tetracuspis,Amaranthaceae,NA,U,C3,C3,"Photosynthesis of other species (TERN SIA; Kattge et al., 2020)",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sclerolaena_tridens,Sclerolaena,tridens,Amaranthaceae,NA,U,C3,C3,"Photosynthesis of other species (TERN SIA; Kattge et al., 2020)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austrostipa_breviglumis ,Austrostipa ,breviglumis,Poaceae,NA,U,C3,C3,Photosynthetic Pathway of other species in genus (TERN SIA),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austrostipa_crinita,Austrostipa ,crinita,Poaceae,NA,U,C3,C3,Photosynthetic Pathway of other species in genus (TERN SIA),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austrostipa_curticoma,Austrostipa ,curticoma,Poaceae,NA,U,C3,C3,Photosynthetic Pathway of other species in genus (TERN SIA),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austrostipa_exilis,Austrostipa ,exilis,Poaceae,NA,U,C3,C3,Photosynthetic Pathway of other species in genus (TERN SIA),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austrostipa_flavescens,Austrostipa ,flavescens,Poaceae,NA,U,C3,C3,Photosynthetic Pathway of other species in genus (TERN SIA),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austrostipa_lanata,Austrostipa,lanata,Poaceae,NA,U,C3,C3,Photosynthetic Pathway of other species in genus (TERN SIA),Photosynthetic Pathway of other species in genus (TERN SIA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austrostipa_muelleri,Austrostipa ,muelleri,Poaceae,NA,U,C3,C3,Photosynthetic Pathway of other species in genus (TERN SIA),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austrostipa_multispiculis,Austrostipa ,multispiculis,Poaceae,NA,U,C3,C3,Photosynthetic Pathway of other species in genus (TERN SIA),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austrostipa_mundula,Austrostipa ,mundula,Poaceae,NA,U,C3,C3,Photosynthetic Pathway of other species in genus (TERN SIA),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austrostipa_pilata,Austrostipa ,pilata,Poaceae,NA,U,C3,C3,Photosynthetic Pathway of other species in genus (TERN SIA),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austrostipa_pubinodis,Austrostipa ,pubinodis,Poaceae,NA,U,C3,C3,Photosynthetic Pathway of other species in genus (TERN SIA),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austrostipa_semibarbata,Austrostipa ,semibarbata,Poaceae,NA,U,C3,C3,Photosynthetic Pathway of other species in genus (TERN SIA),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austrostipa_setacea,Austrostipa ,setacea,Poaceae,NA,U,C3,C3,Photosynthetic Pathway of other species in genus (TERN SIA),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austrostipa_tenuifolia,Austrostipa ,tenuifolia,Poaceae,NA,U,C3,C3,Photosynthetic Pathway of other species in genus (TERN SIA),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beyeria_cinerea,Beyeria,cinerea,Euphorbiaceae,NA,U,C3,C3,Photosynthetic Pathway of other species in genus (TERN SIA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beyeria_lechenaultii,Beyeria,lechenaultii,Euphorbiaceae,NA,U,C3,C3,Photosynthetic Pathway of other species in genus (TERN SIA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinobole_oldfieldiana,Actinobole,oldfieldiana,Asteraceae,NA,U,C3,C3,Photosynthetic Pathway of other speices (TERN SIA),No evidence of a C4 species in this lineage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angianthus_brachypappus,Angianthus,brachypappus,Asteraceae,NA,U,C3,C3,Photosynthetic Pathway of other speices (TERN SIA),No evidence of a C4 species in this lineage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angianthus_cunninghamii,Angianthus,cunninghamii,Asteraceae,NA,U,C3,C3,Photosynthetic Pathway of other speices (TERN SIA),No evidence of a C4 species in this lineage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argyrotegium_poliochlorum,Argyrotegium,poliochlorum,Asteraceae,NA,U,C3,C3,Photosynthetic Pathway of other speices (TERN SIA),No evidence of a C4 species in this lineage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arrhenechthites_mixta,Arrhenechthites,mixta,Asteraceae,NA,U,C3,C3,Photosynthetic Pathway of other speices (TERN SIA),No evidence of a C4 species in this lineage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atriplex_codonocarpa,Atriplex,codonocarpa,Amaranthaceae,NA,U,C4,C4,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C3 species in this lineage in Australia; Other known species in this lineage (genus) are C4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atriplex_infrequens,Atriplex,infrequens,Amaranthaceae,NA,U,C4,C4,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C3 species in this lineage in Australia; Other known species in this lineage (genus) are C4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atriplex_nessorhina,Atriplex,nessorhina,Amaranthaceae,NA,U,C4,C4,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C3 species in this lineage in Australia; Other known species in this lineage (genus) are C4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atriplex_pumilio,Atriplex,pumilio,Amaranthaceae,NA,U,C4,C4,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C3 species in this lineage in Australia; Other known species in this lineage (genus) are C4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brachyscome_aculeata,Brachyscome,aculeata,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brachyscome_basaltica,Brachyscome,basaltica,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brachyscome_dichromosomatica,Brachyscome,dichromosomatica,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brachyscome_formosa,Brachyscome,formosa,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brachyscome_iberidifolia,Brachyscome,iberidifolia,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brachyscome_microcarpa,Brachyscome,microcarpa,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brachyscome_perpusilla,Brachyscome,perpusilla,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brachyscome_pusilla,Brachyscome,pusilla,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brachyscome_rigidula,Brachyscome,rigidula,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brachyscome_tadgellii,Brachyscome,tadgellii,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brachyscome_tesquorum,Brachyscome,tesquorum,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calocephalus_francisii,Calocephalus,francisii,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calocephalus_knappii,Calocephalus,knappii,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calocephalus_multiflorus,Calocephalus,multiflorus,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calocephalus_sonderi,Calocephalus,sonderi,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calotis_cuneata,Calotis,cuneata,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calotis_kempei,Calotis,kempei,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calotis_latiuscula,Calotis,latiuscula,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
