speciesName,genus,speciesEpithet,family,speciesNameComments,photosyntheticPathway_confirmed,photosyntheticPathway_inferred,photosyntheticPathway_combined,source,justification,notes,d13C_perMil,d13CReplicate_perMil,ternVegetationBarcode,ternPrimaryGeneticBarcode,plantMaterialType ,ternPlot,latitude,longitude,dateSurveyed,d13CAdditionalSample_perMil,ternPlotAdditionalSample  ,ternPrimaryGeneticBarcodeAdditionalSample  ,plantMaterialTypeAdditionalSample  ,latitudeAdditionalSample  ,longitudeOfAdditionalSample  ,dateSurveyedAdditionalSample  ,facilityYear
Verticordia_acerosa,Verticordia,acerosa,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verticordia_chrysantha,Verticordia,chrysantha,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verticordia_endlicheriana,Verticordia,endlicheriana,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verticordia_eriocephala,Verticordia,eriocephala,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verticordia_grandiflora,Verticordia,grandiflora,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verticordia_helmsii,Verticordia,helmsii,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verticordia_inclusa,Verticordia,inclusa,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verticordia_monadelpha,Verticordia,monadelpha,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verticordia_picta,Verticordia,picta,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verticordia_pritzelii,Verticordia,pritzelii,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verticordia_rennieana,Verticordia,rennieana,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verticordia_roei,Verticordia,roei,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verticordia_subulata,Verticordia,subulata,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verticordia_verticillata,Verticordia,verticillata,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vicia_monantha,Vicia,monantha,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vigna_radiata,Vigna,radiata,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viola_auritella,Viola,auritella,Violaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viola_betonicifolia,Viola,betonicifolia,Violaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viola_cleistogamoides,Viola,cleistogamoides,Violaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viola_eminens,Viola,eminens,Violaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viola_silicestris,Viola,silicestris,Violaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Volkameria_inermis,Volkameria,inermis,Lamiaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wahlenbergia_aridicola,Wahlenbergia,aridicola,Campanulaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wahlenbergia_capillaris,Wahlenbergia,capillaris,Campanulaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wahlenbergia_caryophylloides,Wahlenbergia,caryophylloides,Campanulaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wahlenbergia_ceracea,Wahlenbergia,ceracea,Campanulaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wahlenbergia_littoralis,Wahlenbergia,littoralis,Campanulaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wahlenbergia_luteola,Wahlenbergia,luteola,Campanulaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wahlenbergia_multicaulis,Wahlenbergia,multicaulis,Campanulaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wahlenbergia_preissii,Wahlenbergia,preissii,Campanulaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wahlenbergia_tumidifructa,Wahlenbergia,tumidifructa,Campanulaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Westringia_cheelii,Westringia,cheelii,Lamiaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Westringia_dampieri,Westringia,dampieri,Lamiaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wikstroemia_indica,Wikstroemia,indica,Thymelaeaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wrightia_laevis,Wrightia,laevis,Apocynaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards","No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3-CAM, but CAM not currently identified in this genus ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wrightia_saligna,Wrightia,saligna,Apocynaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards","No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3-CAM, but CAM not currently identified in this genus ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wurmbea_australis,Wurmbea,australis,Colchicaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wurmbea_densiflora,Wurmbea,densiflora,Colchicaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wurmbea_deserticola,Wurmbea,deserticola,Colchicaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wurmbea_dioica,Wurmbea,dioica,Colchicaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wurmbea_inframediana,Wurmbea,inframediana,Colchicaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wurmbea_monantha,Wurmbea,monantha,Colchicaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wurmbea_sinora,Wurmbea,sinora,Colchicaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wurmbea_tenella,Wurmbea,tenella,Colchicaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthosia_candida,Xanthosia,candida,Apiaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards","No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3 or CAM, but CAM is rare and only recorded in aquatic plants ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthosia_huegelii,Xanthosia,huegelii,Apiaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards","No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3 or CAM, but CAM is rare and only recorded in aquatic plants ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthosia_tasmanica,Xanthosia,tasmanica,Apiaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards","No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3 or CAM, but CAM is rare and only recorded in aquatic plants ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthostemon_arenarius,Xanthostemon,arenarius,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthostemon_xerophilus,Xanthostemon,xerophilus,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xylomelum_scottianum,Xylomelum,scottianum,Proteaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xyris_cheumatophila,Xyris,cheumatophila,Xyridaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xyris_complanata,Xyris,complanata,Xyridaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xyris_indica,Xyris,indica,Xyridaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xyris_oligantha,Xyris,oligantha,Xyridaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xyris_pauciflora,Xyris,pauciflora,Xyridaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xyris_ustulata,Xyris,ustulata,Xyridaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yucca_gloriosa,Yucca,gloriosa,Asparagaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zantedeschia_aethiopica,Zantedeschia,aethiopica,Araceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zornia_adenophora,Zornia,adenophora,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zornia_albiflora,Zornia,albiflora,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zornia_disticha,Zornia,disticha,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zornia_muriculata,Zornia,muriculata,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zornia_oligantha,Zornia,oligantha,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zornia_prostrata,Zornia,prostrata,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zornia_stirlingii,Zornia,stirlingii,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia_hammondii,Acacia,hammondii,Fabaceae,NA,C3,NA,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,-27.74,NA,NA,NTA  007079,leaves ,NTAGFU0023-53670,-16.82389444,135.8300389,9/06/2012,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019
Acacia_incurvaneura,Acacia,incurvaneura,Fabaceae,NA,C3,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,-26.87,NA,NA,SAA  003907,leaves,SAAGVD0002-56926,-29.34649167,130.4504778,3/09/2014,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019
Cymbidium_canaliculatum,Cymbidium,canaliculatum,Orchidaceae,NA,CAM,NA,CAM,"Sayed 2001; Holtum et al., 2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dendrobium_bigibbum,Dendrobium,bigibbum,Orchidaceae,NA,CAM,NA,CAM,"Sayed 2001; Holtum et al., 2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dendrobium_canaliculatum,Dendrobium,canaliculatum,Orchidaceae,NA,CAM,NA,CAM,"Sayed 2001; Holtum et al., 2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dendrobium_johannis,Dendrobium,johannis,Orchidaceae,NA,CAM,NA,CAM,"Sayed 2001; Holtum et al., 2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Opuntia_aurantiaca,Opuntia,aurantiaca,Cactaceae,NA,CAM,NA,CAM,"Sayed, 2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Opuntia_stricta,Opuntia,stricta,Cactaceae,NA,CAM,NA,CAM,"Sayed, 2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Opuntia_tomentosa,Opuntia,tomentosa,Cactaceae,NA,U,CAM,CAM,"Sayed, 2001",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plectranthus_parviflorus,Plectranthus,parviflorus,Lamiaceae,NA,C3-CAM,NA,C3-CAM,"Sayed, 2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crotalaria_novae-hollandiae,Crotalaria,novae,Fabaceae,NA,C3,NA,C3,"Schmidt & Steward, 2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Suaeda_arbusculoides,Suaeda,arbusculoides,Amaranthaceae,NA,C3,NA,C3,"Schutze et al., 2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aristida_leichhardtiana,Aristida,leichhardtiana,Poaceae,NA,C4,NA,C4,TERN SIA,NA,NA,-14.42,NA,NSA015222,NA,leaves & stem,NSABBS0006,,,15/05/2018,NA,NA,NA,NA,NA,NA,NA,University of Adelaide-2023
Erigeron_bonariensis,Erigeron,bonariensis,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-28.94,NA,NA,NSA00022,leaves & flower parts ,NSABHC0001-53596,-31.89335056,141.4337544,29/05/2012,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019
Sarcozona_praecox,Sarcozona,praecox,Aizoaceae,NA,U,C3-CAM,C3-CAM,TERN SIA,NA,"Isotope values indicate C3-CAM, with weakly expressed CAM, however warrents further investigation ",-23.81,NA,NA,NSA00006,leaves ,NSABHC0001-53596,-31.89335056,141.4337544,29/05/2012,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019
Sida_intricata,Sida,intricata,Malvaceae,NA,C3,NA,C3,TERN SIA,NA,NA,-26.32,NA,NA,NSA00056,stem,NSABHC0001-53596,-31.89335056,141.4337544,29/05/2012,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019
Maireana_lobiflora,Maireana,lobiflora,Amaranthaceae,NA,C3,NA,C3,TERN SIA,NA,NA,-27.77,NA,NA,NSA000343,leaves ,NSABHC0002-53597,-31.927,141.433,31/05/2012,NA,NA,NA,NA,NA,NA,NA,University of Adelaide-2019
Dittrichia_graveolens,Dittrichia,graveolens,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-27.15,NA,NA,NSA00516,"flower parts, leaves, stem",NSABHC0004,-31.84728,141.9481,6/06/2012,NA,NA,NA,NA,NA,NA,NA,University of Adelaide-2023
Carrichtera_annua,Carrichtera,annua,Brassicaceae,NA,C3,NA,C3,TERN SIA,NA,NA,-25.84,NA,NA,NSA00626,leaves & stem,NSABHC0004-53599,-31.84727889,141.9480675,6/06/2012,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019
Leiocarpa_leptolepis,Leiocarpa,leptolepis,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-28.53,NA,NA,NSA00542,leaves,NSABHC0004-53599,-31.84727889,141.9480675,6/06/2012,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019
Senecio_lanibracteus,Senecio,lanibracteus,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-28.6,NA,NA,NSA00582,leaves ,NSABHC0004-53599,-31.84727889,141.9480675,6/06/2012,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019
Trianthema_triquetrum,Trianthema,triquetrum,Aizoaceae,NA,C4,NA,C4,TERN SIA,NA,Winter et al. 2021 showed C4 and CAM can co-occur in this genus. Therefore this categorisation using isotope analysis should be used with careful consideration,-14.98,NA,NA,NSA00536,leaves ,NSABHC0004-53599,-31.84727889,141.9480675,6/06/2012,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019
Sclerolaena_lanicuspis,Sclerolaena,lanicuspis,Amaranthaceae,NA,C3,NA,C3,TERN SIA,NA,NA,-27.08,NA,NA,NSA00734,leaves,NSABHC0005-53600,-31.84495778,141.9404978,30/07/2012,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019
Sclerolaena_longicuspis,Sclerolaena,longicuspis,Amaranthaceae,NA,C3,NA,C3,TERN SIA,NA,NA,-25.26,NA,NA,NSA00864,stems & leaves,NSABHC0006-53601,-31.88420833,141.7823089,1/08/2012,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019
